src,tgt
Why don't you want to get involved in love,علاش مابغيتيش تدخل فشي علاقة ديال الحب
one chair is empty,غا كرسي واحد لي خاوي
i don't think i'll be tough with you,مانضنش غادي يشدّد معاك غير شوف
Don't make fun of them,ماتهزيش لهم
you don't feel too bad,ماتنعسش بزّاف
what are we doing once to give the car?,واش كاينا شي نمرة كايعيطو فيها السبيتار؟
you call me Arabic,سميتي العربي
leave her alone,خليوها على خاطرها
she has a tumor in her brain,عندها ورام في المخ
good.,مزيان.
if you didn't want me to be good,كون ما خلتي لي لقينا فيها الخير
somethin',شوية
i thought he'd buy a phone,كان كيسحاب ليا غادي يشفر داك ديري ملي كان هاز تيليفون
do you have milk?,عفاك واش عندك الحليب؟
do what they have,داو ليه رزقو
leave me alone,خليني بوحدي
i don't care about people other than masley and gravitational,مايهدر فناس غير المسالي و قليل الطرابي
if you don't mind,غير سولتك
I've got a bunch of clothes,4الت لي واكس باقة باحا
I'm thinking of making a show of it.,تانفكّر واش نحدر ل هاد لعرضة.
help me with this baby,راه كيعاوني هاد الوليد
what are the customs of my people here on religious holidays?,أشناهوما تقاليد لي متبعينهوم هنا مورا الأعياد الدينية؟
I don't have much money,ماعنديش معا كترت الغا
they said you didn't want the door,قاليا بغيتي بيمو مابغيتيهش الباب الحباب
"hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!",هانتا
you want me to crash,توضّر ليا لبزطام
you two are a mess,ياكما مزروبة
he's justified me,راه مبرّر ليا تعطل ديالو
I don't play,ماعنديش اللعب
You don't want to cooperate with that friend of yours,مابغيتيش تعاون داك صاحبك يكمل خديمتو
Don't turn on me to give you answers,بلا ما تقلب على لي يعطيك الأجوبة
i'm very disappointed,عمر أتاي بخيبة
Say the bass,قولي باز
think,فكرني
i complained and i didn't want to talk about it,شتك وليتي كادوري فيا
i've got some water,عندي شلّا مايدار
i went to the house,سيقت دار بجاڤيل وسانيكروي
i'm getting a bit of a dizzy,راه جاتني دوخة
i'm gonna drive too much,كاينين طوروق بزاف
you are my friend,نتي صاحبتي وعزيزة عليا
i'm looking at it like i'm laughing,كانشوفها كادجيني دحكة
we are sick,حنا معاتلين دابا
i'm going to get one on my own,أنا غادي نفترد واحد الفرديا
i'm gonna finish this,صافي غانخلي ليكوم هادشي تكملوه
i know her,هادي ختي وانا عارفاها
this is what comes to mind,هادشي مكايدخل للعقل
my shift,نوبتي
Why don't you want to talk to me when I'm hungry,علاش مابغيتيش تسويرني وأنا كانعوم
i'm waiting for a company,عيطو عليا لكوميسارية
i didn't want to do this,ڭاديت سناني خل هادا
i didn't want a man to help me,مابغيت تا واحد يديرانجيني
he felt like this,كانحسّ براسّي ماشي هو هاداك
Have you tried interrupting this company,عمرك جربتي تقاطع هاد الشركة
what isn't my mom?,ديالاش الليست أمي؟
it's quiet,فديها هادي
I'm standing there naked,كنت واقفة ف جردة
without sharing with them,بلا ما تشارك معاهوم
i didn't know how to read,ماكانعرفش نقرا
you are too late,تعطلي بزّاف باش تغوت عليهوم
you killed me with that,قتلتيني بالذك
No,لا
you have seen people who are not happy with me,شفتي ناسّ كيفاش ولاو كايهدرو معايا
you're too late for this whole thing,راكي ناقصة ف هادشي كامل
You can't go outside,مايمكنش تخروج دابا
it's possible from the distance.,إمكان من بعد.
I'm fine. Thank you very much.,بيخير شكرا بزاف
he told me to shut up and make a lot of money,شجر لي خرستو فجردة دخيا تلع
you didn't want to dress up for him,مابغيتيش تبوزاي عليه و تصيفتي ليه تصوّرك ماتبقاش كادوي معاه
What's the dealer?,شنو كدير؟
you have the vitals to tell,الديك الماجلة الحيوية أنبدها
she died,مات ليها راجل
it's not a thing,هو هاداك ولا شنو
The last time I turn it around,آخر مرة ديرها فالأخباس
Here's some advice,هنا نصيحة خويا
if it's your fault,بان عيبك
Take a squeezing glass,خودي كاس دلعاصير بردي بيه
Why don't you want to get away from people,علاش مابغيتيش تبعد على دوك ناس
my man turned me too much,رجليا ديروني بزاف
you were patient,ملك زربتي كنتي تصبري
i'm Brazilian,أنا برازيلي
this is her cousin,هادا ولد عمها
But it's okay to be right!,و لكن راه خس تكون صحيحة!
this is a new face,هادا شي وجه جديد
I'm gonna take the tooth shift,بغات تولي تبيبة ديال السنان
i'm waiting for the gymnast,ورّكت على ل بوطون ديال ليرجونس نص ساعة هادي
i'm lost,المعنى هلكوني
I've got a chef for Tom,عندي جوج خوت توم
your doctor is satisfied with you,طبيب ديالك تلب منك دير أناليز ديال البول حشاك
i thought he'd come up with something new,كان كيسحاب ليا غادي يبتكر شي حاجة جديدة
I'm sorry for sleeping upstairs,خدم يا تاعسّ لصعد ناعس
he said you need some paper to run the surgery on your eyes,قالك ناقصينك شي ورق باش تدير العملية على عينيك
the whole thing is empty,آخر الموضوع الخويا
if only I could do this whole thing,كون غير قدرت ن منرتكبش تا حالة فحياتي كاملة
i think he's coming with him,راه متناقد غا معا راسو
It was our headache,كان صداع فالهوما ديالنا
don't mind me,لايخليك ليا
I'm asking too much questions.,كاتسوّل بزّاف تل أسئلة.
i didn't know what to do,راه فلوست ديال البحر كيعوم ماكيحاولش على راسو
i need to sell and buy,عزيز عليا البيع و الشراء
i don't want to give birth to people,مابقيتش باغي نسب على ولاد ناس
dont dream too much,ماتحلميكس بزاف أ زين
Is that a hot dish?,واش هادا طبق سخون؟
but you can't talk,ولكن كلامك مامقداش
come on,خاوا
I don't want to sleep with you,ماغاديش نمه ليك
i have a problem with the moon,عندو مشكل ديال القمر
what are you doing here,واش نتيا باقة هنا
you got it,عندكم
the sounds are hard,الصوڭان صعيب
this is a traitor who will give you advice,هاد خونا ديما كيعطيك نصائح لي هوا البراسو ماكيدرهومش
if only i could go with you,كون غير قدرت نتسور معاك
we didn't see a formal need,مابيناتنا ترا حاجة رسمية
why don't you want to come to you,بلاطي أصاحبي نسالو ونتاصل بيك
you turned me,درتي فيا
And from above he can lose,و من فوق هادشي الجو يقدر يخسر.
if only I could slow down,كون غير قدرت نتباطء ولكن كنزرب وكانجيبها فراسي
I've been waiting for a while to travel north,هادي مدة و أنا كانختط الواحد سافر لشمال
the food is not enough,الماكلة ماكافياش
we're finally looking at the country,وا أخيرا بدينا كانشوفو البلاد كاتزيد القدام
you are too late to sign up,تعطلي بزّاف باش تشارك ف لمقاطعة
did you name this?,أسميت هادا؟
if only I could cut those pants,كون غير قدرت ن قطع داك سروال
