src,tgt
"أنا مزيان, شكران بزاف","I'm fine, thank you very much"
كان عندي شجرة كبيرة,i had big trees
مابغيتيش تفرض عليه و تفرج ليه ليك تصاور,You don't want to flex on him and send your photos
أش كدير؟,what are you doing?
أنا غادي نبدل هاد لوراق ديال الحيت,I'm gonna change that wallpaper
راه مات ليها راجلها,her husband has died
هادي هي نفس الحالة,its the same
حاولت و لكن مشيت لسبينة,i tried but went to prison
راه هاد الراجل لي كايشاور,this advice man
نتا خايب,you are malicious
شرب شي عصير,take some juice 
علاش مابغيتيش ت خلي هادوك ناس,why you dont wanna leave those people
راني كادربني رجلي,my feet hurt
علاش هربتي,why you rushed
أنا برازيلي, I'm brazilian
هادي راه ولد خلتها,this is her cousin
ولكن خاصه يكون صحيح!,but it must be true!
هاد الوجه جديد,this is a new face
بغات تكون طبيبة ديالسنان,she wants to be a dentist
دحت على زر الطوارئ قبل شي ساعة و نص ساعة,I pushed the emergency button half an hour ago
بزّاف ديال الأوعية,too many utensils
عندي جوج توم,i have two twin siblings
خاصك تحليل ليك ف البول,you need to get a piss analysis
كان كيسحاب ليا غادي يختارع شي حاجة جديدة,i thought that he will invent somthing new
خدام مزيان,work well
خاصك شي ورق,you need some papers
أنا غادي نكتب لخويا شي موضوع,i will write a topic to my brother
كون غير قدرت ن ماتش ف رشتا,if only I could not be in a relationship
راه متناقش,he is contradicted
الجار كان كايجيب صداع,the neighbor was noisy
الله يوفقك,god save you
كتسولي بزاف ديال الأسئلة,You ask a lot of questions.
راه كايعوم فداخل البحر,he is swimming inside of the sea
كايعجبني نشري وبيع,i like to buy and sell
مابقيتش باغي نفرق على ناسّ لي كايديرو,i will not scam good people
ماتحسبش بزّاف,dont think too much cutie
واش كاين طبلا داكشي سخون؟,is it a warm dish?
و لكن كلامك ماكمتسافري,But your words are inconsistent
خويا,brother
مابقيتش باغي نسمح ليك,i wont forgive you
عندو مشكل في القمار,He has a gambling problem
واش مازال هنا,are you still here
عندك,you have
القيادة صعيبة,driving is difficult
ديما كايحضر ليك الحاجة لي خايرة,he always gets you the best adviced
كون غير قدرت ن فوطّع معاك,if only I could take photo with you
ماكاين حتا حاجة رسمي بيناتنا,nothing official between us
أنا غادي نصلّي و نعاود نعيطك,i will pray and call you back
نتا كوتي عليا,you yelled at me
و زيد من هادشي إمكان الجو يخرق,Besides the weather might break
كون غير قدرت ن نزيد ف هاد الجوج,if only I could slow down
راه مدة هادي بغيت نسافر,its been a while i want to travel
الماكلة ماشي كافية,the food isn't enough
أخيرا كاتبان البلاد كاتحسن,finally we see the country improving
تعطلي بزّاف باش تشارك,you are too late to to participate
أش كايسمى هادشي؟,what's this called?
كون غير قدرت نقطع هاد السروال,if only I could cut the pants
شنو غادي يدي صعيب,what coming gonna be hard
شحال من سنك؟,How old are you?
كانبان مزيان بزاف,I look really good
بشحال هاد الجين,how much is this jean
راه لي كايكون ليكسّر ماغاتخلّيكش تسانع,the right person won't leave you suffering
داس زيتون,olive dough
زوين,He's lovely
واش كاتفرج فالماتش ديال كورة فستاد ولا فالتلفازة ?,do you watch football matches in stadium or on tv?
مانضنش غادي نجد شي حلّ حسن,I dont think i will find a better solution
مرحبا نتا لي كتهرب,hey you are you traveling
غير نسيها,just forget it
ماتبغيش تفرق,dont be mad 
أنا راه زنيقة,i'm a womanzier
راه منقلب هاد الموديل,this model is very wanted
هاد الفيلم مفيد,this film is useful
وهنا، كاينا كلشي لي خاصك!,"And here, there's everything you need!"
شكون طبيبك,who is your doctor
تحت الأرض,underground
راه كايخبيوم شي حاجة، أنا متأكد!,"They're hiding something, I'm sure!"
شنو كاتدي فالجراج,what where you doing in the garage
شنو كادير ف وقتي فراخ ديالك؟,What do you do in your free time?
كون غير قدرت نستمرر فشي حاجة,if only my hair was soft
أنا قلت ليك شنو كاين,i told you what there is
ماكاتحش,she isn't ashamed
سرع,hurry up
كايقولو هادشي لي كايحدو خطير.,They say what's happening is dangerous.
البروج ديال الخشب,The desk is made of wood
اشنو خاصك دير,what you need to do
عندي شي ديال الجرانيت ماخايبينش,I have granite ones that are not nice.
قدرتنا نقرا لعب ديال العدو,our ability to read the opponent's plays
فين كنتي البارح,where were you yesterday
تا حاجة ماخسّق من يديه,nothing slip from his hands
كايبقى كايبكي و كايشكي,he keep crying and complaining
فاش خاصك تزوجي,when you need to marry 
واحترم شوية ديال القوانين المعروفين باش نعس بسهولة بحال ماكينش ليك كومبيوتر ولا سمارتون قبل نمشي نعس ولا تليفازا,"respect a few well-known rules for easy sleep such as no computer or smartphone just before going to bed, nor television."
أنا راه خترت هادا,i chose this
ماعمرني ماعجبني الفيلم الفرنسي,i never liked french movies anyway
أنا غادي نڭوليك,i will tell you
فين بغيتي تمشي,where would you like to go
واحترم الكبار,Respect your elders
كانعاملو مزيان,I treat him well
بعد,later
أشنو كادير اليوم,what do you do today
تقدر تعاوني عفاك؟,"can you help me, please?"
كولشي غال,eveything is expensive
ماعنديش أشري,i have nothing to buy
أش بغيتي نتغدا؟,what do you want to have for breakfast?
أنا هنا جوج نهار,I've been here for two days
أشنو هاد المسألة ديال البسلا,whats the basla issue
دابا,soon
بغيت شي حاجة تخليني من هادشي,i want something to make me forget this
تبدلتي,you changed
راه راه معقول,he is mad
بابي شري ليا موتو,my father bought me a motobike
عندي جيميل,i have gmail
أنا غادي نصلح ليه لخايف,i will fix his mood
كون غير قدرت نعرف الجيران مزيان,if only i knew my neighbors well
مشات و خليتو,she went and left him
كيداير,how are you
أنا جاي ليك,i'm coming to you
صدقني أنا عارفة علاش أنا كتهدر,believe me i know what i'am saying
نتمني ليك الأيام المزيانة,I wish you good days
أنا غادي نجعلك فخور,I will make you proud 
مالك مخرب,why are you confused
أنا مقتانع بلي الباردة كايقدر يديرو حتى الأيام الصعيبة,i'm convinced that ice cream can mend even the toughest days
صاحبتك ماكايبانش هنا,Your friend doesn't seem to be here
و لويزا,and lwiza
كسرّش شرجم,He broke the window
تعطلي بزّاف باش تخلّس حوايجي,you are too late to wash off clothes
راه خايب من مات زوجة,he is sad since his spouse died
أنا ف القهوة,i'm at the cafe
كايرفع شي حاجة على كتف,he is lifting something on his shoulders
قلت ليه غادي نرجعو غدا,i told him we will come back tomorrow
تمشي بجدولة,walk slowly
بلا ما تتافق معاه,Don't agree with him
راجلي كايخدم بزّاف,my husband works hard
كان كيسحاب ليا غادي يتبعني هاد الكلب,i thought that dog will follow me
