src,tgt
مالديش ديال ديال ديال ديال,I don't have toys
مابغيتيش تساعدي ديالك ديال ديال عمل,You don't want to help your firend find a job
ماكانو مابحثو عن جاوب,Don't look for answers
إصنعي شاي,make tea
هادشي ليك ليا,say okey
علّمني,remind me
واش غادي تسخر مني,you are becoming rude to me
لديّ الكثير لأفعله,i have so much to do
غادي نخلا بيتي مع ليا,i cleaned my house with bleach
أنا ديال بزّاف,i'm dizzy
هاد بزّاف بزّاف بزّاف,there is a lot of ways
أنت صديق ليك و غليت ليك ليا,you are my friend and you are precious to me
راها واش تا غادي نضحك,I see her and I feel like laughing
غادي نتأخّر بزّاف,we are late now
أنا غادي نفترض,i will make an assumption
غادي نترك هاد هاد ليك تهدي,I will leave this for you to finish
هادا اختي واعرفها,this is my sister and i know her
هادشي ديال ديال ديال,this is mind blowing
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,my turn
علاش مابغيتيش تصوريني واش تسبح,Why dont you want to picture me while i'm swimming
تم استدعيت في قسم الشرطة,i was called into the police station
غادي تا غادي نا نا نا,i fixed my teeth
مابغيت مابغيش يزعجني,I don't want anyone to disturb me
أنا ماحسست بزّاف بزّاف.,I'm not feeling too well.
واش جربتي تا غادي تا هاد الشركة,Have you tried to  boycot this company
راه قائمة,which list
هادشي مساح,this is a scandel
أنا كُنْتُ في البستنةِ,i was in garden
واش ماشاركو معاهم,Don't participate with them
ماكنتاعرف كيف نقرأ,I don't know how to read
غادي تا بزّاف باش تصيح, you are too late to yell
ضحكت بجرأة,I laughed so hard
لا، ماشي؟,no
واش رأيت ناس كيف يكلمونني,did you see people how they speak to me
غادي نديرك,you are lacking
ماكانها ماخرجت,she cant go out now
رتّب لاحقا.,Maybe later.
أنا بخير، شكرا جزيلا,"I'm fine, thank you very much"
كان عندي شجر كبير,i had big trees
مابغيتيش تشوفي عليه وترسلي صورك,You don't want to flex on him and send your photos
ماذا تفعل؟,what are you doing?
غادي نغيّر ورقة الجدار,I'm gonna change that wallpaper
مات زوجها,her husband has died
راه راه,its the same
غيرت واش غادي نسجن,i tried but went to prison
هادشي هاد النصيحة يا رجل,this advice man
هادشي ليك,you are malicious
خدي بعض العصير,take some juice 
علاش مابغيتيش تتركي هاد الناس,why you dont wanna leave those people
راه خايف ديال ليا ديال ديال ديال ديال ديال ديال ديال ليا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,my feet hurt
علاش تاخدش,why you rushed
راهرتي بزّاف, I'm brazilian
هادشي قريبها,this is her cousin
لكن يجب أن يكون حقيقي!,but it must be true!
هاد هاد وجه جديد,this is a new face
كانت تبغي أن تكون طبيب اسنان,she wants to be a dentist
ضغطت زر الطوارئ قبل نصف ساعة,I pushed the emergency button half an hour ago
راه بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف بزّاف,too many utensils
عِنْدي أثنان أخوان,i have two twin siblings
واش تحتاجي تا غادي تا تا تا ل تا تا تا تا تا,you need to get a piss analysis
كان ليه خايشي ليه جديد بزّاف,i thought that he will invent somthing new
واش جيّد,work well
تَحتاجُ بَعْض الأوراق,you need some papers
غادي نكتب شي شي لاخي,i will write a topic to my brother
كون غير قدرت ماكنت غادي تكون في علاقة,if only I could not be in a relationship
هادشي راه راه,he is contradicted
الجار كان صاخبا,the neighbor was noisy
ليا الله يحفظك,god save you
أنت تسألين الكثير من الأسئلة.,You ask a lot of questions.
هو يسبح داخل البحر,he is swimming inside of the sea
أنا أحب أن نبيع و نبيع,i like to buy and sell
مابغيتيش نخدع ناس طيبين,i will not scam good people
مافكّر بزاف بزّاف بزّاف,dont think too much cutie
هو صحن دافي؟,is it a warm dish?
و لكن كلماتك غير متزنة,But your words are inconsistent
أخي,brother
مابغيتي نسامحك,i wont forgive you
عنده مشكلة مقامرة,He has a gambling problem
واش باش باش باش بزّاف,are you still here
عندك,you have
هادشي سيرا عسيرة,driving is difficult
دابا دابا يوصلك بزّاف ديال ديال ديال ديال ديال,he always gets you the best adviced
كون غير قدرت نا نا غادي نديرك,if only I could take photo with you
ماشي شي شي بينا,nothing official between us
أنا غادي غادي نرجعك,i will pray and call you back
صرختي عليّ,you yelled at me
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,Besides the weather might break
كون غير قدرت نبطئ,if only I could slow down
كانت فترة من الوقت كنت أود أن نسافر,its been a while i want to travel
غادي غادي غير كافي,the food isn't enough
راه نشوف البلاد تتحسّن,finally we see the country improving
عمرك متأخر جدا على المشاركة,you are too late to to participate
واش هادشي هادشي؟,what's this called?
كون غير قدرت نقطع البنطلون,if only I could cut the pants
هادشي هادشي هادشي,what coming gonna be hard
كم عمرك؟,How old are you?
أنا غادي نبدوا بزّافّة,I look really good
واش ليه هاد الجان,how much is this jean
الشّخص الصّحيح مانتركك تعانّي,the right person won't leave you suffering
ليك بزّاف,olive dough
هادشي بزّاف,He's lovely
واش تشاهدو مباريات كرة القدم في الملعب ام على التلفاز؟,do you watch football matches in stadium or on tv?
مانفكّرش غادي نوجد حلّ أفضل,I dont think i will find a better solution
واش تسافر؟,hey you are you traveling
فقط ننسيها,just forget it
ماشي غير مجنون,dont be mad 
أنا زير نسائي,i'm a womanzier
هاد هاد الدار هاد الدار هاد هادشي,this model is very wanted
هاد الفيلم مفيد,this film is useful
و هنا، هادشي كل شي حاجة!,"And here, there's everything you need!"
راه طبيبك,who is your doctor
هادشي,underground
هم يخبّو شيء، أنا متأكّد!,"They're hiding something, I'm sure!"
واش نديرك في المرأب,what where you doing in the garage
ما الذي تفعله في وقت فراغك؟,What do you do in your free time?
لو كان شعري راهنا,if only my hair was soft
قلت لك ما كان هادشي,i told you what there is
ماشي خايفش راه,she isn't ashamed
بزّاف بزّاف بزّاف بزّاف,hurry up
يقولون أن مايحدث خطر,They say what's happening is dangerous.
المكتب مصنوع من الخشب,The desk is made of wood
مابغيتي عليك عمله,what you need to do
عِنْدَيّ غادي غادي ماشي بزّاف.,I have granite ones that are not nice.
قدرتنا على قراءة مسرحيات الخصم,our ability to read the opponent's plays
