src,tgt
you are a liar,ياكما مزروبة
its justified,راه مبرّر ليا تعطل ديالو
I don't have a game,ماعنديش اللعب
You don't want to help your friend,مابغيتيش تعاون داك صاحبك يكمل خديمتو
Don't look for answers,بلا ما تقلب على لي يعطيك الأجوبة
i'm disappointed,عمر أتاي بخيبة
tell me,قولي باز
remember me,فكرني
you didnt do anything,شتك وليتي كادوري فيا
i have a bad problem,عندي شلّا مايدار
i will go home,سيقت دار بجاڤيل وسانيكروي
i'm sick,راه جاتني دوخة
there is too much noise,كاينين طوروق بزاف
you are my friend,نتي صاحبتي وعزيزة عليا
I see it makes me laugh,كانشوفها كادجيني دحكة
we are married now,حنا معاتلين دابا
i will talk to you personally,أنا غادي نفترد واحد الفرديا
i will leave this to you,صافي غانخلي ليكوم هادشي تكملوه
this is my sister i know her,هادي ختي وانا عارفاها
this is not logical,هادشي مكايدخل للعقل
my turn,نوبتي
Why dont you want to take a picture of me swimming,علاش مابغيتيش تسويرني وأنا كانعوم
they called me to the police station,عيطو عليا لكوميسارية
i lost my teeth,ڭاديت سناني خل هادا
i dont want to be insulted,مابغيت تا واحد يديرانجيني
i feel like i'm not like that,كانحسّ براسّي ماشي هو هاداك
Have you tried to break this company,عمرك جربتي تقاطع هاد الشركة
why are you not mom,ديالاش الليست أمي؟
give her this,فديها هادي
i was in the garden,كنت واقفة ف جردة
Don't share with them,بلا ما تشارك معاهوم
i dont know how to read,ماكانعرفش نقرا
you are too late to yell at them,تعطلي بزّاف باش تغوت عليهوم
you did me stupid,قتلتيني بالذك
no,لا
did you see people talking to me,شفتي ناسّ كيفاش ولاو كايهدرو معايا
you are too short,راكي ناقصة ف هادشي كامل
you cant go out now,مايمكنش تخروج دابا
Maybe later.,إمكان من بعد.
good day thank you very much,بيخير شكرا بزاف
the tree in the garden is full,شجر لي خرستو فجردة دخيا تلع
You don't want to yell at him,مابغيتيش تبوزاي عليه و تصيفتي ليه تصوّرك ماتبقاش كادوي معاه
What are you doing?,شنو كدير؟
i will take this journal,الديك الماجلة الحيوية أنبدها
she has a husband,مات ليها راجل
he is what he is,هو هاداك ولا شنو
last time you did it in prison,آخر مرة ديرها فالأخباس
"Here's my advice, brother",هنا نصيحة خويا
your fault,بان عيبك
take a glass of water,خودي كاس دلعاصير بردي بيه
why you dont wanna be nice to people,علاش مابغيتيش تبعد على دوك ناس
my legs hurt me a lot,رجليا ديروني بزاف
you were patient,ملك زربتي كنتي تصبري
I'm a brazilian,أنا برازيلي
he is her cousin,هادا ولد عمها
But it's hard to be right!,و لكن راه خس تكون صحيحة!
this is a new face,هادا شي وجه جديد
i want to fix my teeth,بغات تولي تبيبة ديال السنان
i pressed the button,ورّكت على ل بوطون ديال ليرجونس نص ساعة هادي
i'm tired,المعنى هلكوني
i have two brothers,عندي جوج خوت توم
your doctor asked you to do a dialysis,طبيب ديالك تلب منك دير أناليز ديال البول حشاك
i thought that he will invent something new,كان كيسحاب ليا غادي يبتكر شي حاجة جديدة
sleeping is hard,خدم يا تاعسّ لصعد ناعس
he said you lacked paper to do surgery on your eyes,قالك ناقصينك شي ورق باش تدير العملية على عينيك
the latest item is brown,آخر الموضوع الخويا
if only I could commit this,كون غير قدرت ن منرتكبش تا حالة فحياتي كاملة
he is self-assessed,راه متناقد غا معا راسو
there was a noise in our room,كان صداع فالهوما ديالنا
leave you alone,لايخليك ليا
She asks a lot of questions.,كاتسوّل بزّاف تل أسئلة.
he is swimming in the sea,راه فلوست ديال البحر كيعوم ماكيحاولش على راسو
i like to buy and sell,عزيز عليا البيع و الشراء
i will not count on people,مابقيتش باغي نسب على ولاد ناس
dont dream too much,ماتحلميكس بزاف أ زين
is this a hot dish?,واش هادا طبق سخون؟
but you talk is not true,ولكن كلامك مامقداش
how much,خاوا
i will not give you money,ماغاديش نمه ليك
he has a problem with the moon,عندو مشكل ديال القمر
are you staying here,واش نتيا باقة هنا
you have,عندكم
the sound is hard,الصوڭان صعيب
this brother always gives you advice,هاد خونا ديما كيعطيك نصائح لي هوا البراسو ماكيدرهومش
if only i could help you,كون غير قدرت نتسور معاك
we have a special meeting,مابيناتنا ترا حاجة رسمية
i will call you,بلاطي أصاحبي نسالو ونتاصل بيك
you did it to me,درتي فيا
"And from that, the weather could get worse.",و من فوق هادشي الجو يقدر يخسر.
if only I could slow down but I'm running and I'm taking it,كون غير قدرت نتباطء ولكن كنزرب وكانجيبها فراسي
i have been planning to travel north,هادي مدة و أنا كانختط الواحد سافر لشمال
food is not enough,الماكلة ماكافياش
we finally see the country grow up,وا أخيرا بدينا كانشوفو البلاد كاتزيد القدام
you are too late to participate in the contest,تعطلي بزّاف باش تشارك ف لمقاطعة
What's that name?,أسميت هادا؟
if only I could cut off those pants,كون غير قدرت ن قطع داك سروال
It's going to be hard,داكشي ليجاي أيكون صعيب
how old are you?,شحال فعمرك؟
i came as a fool,جيت كنحماق
please take this,عفاك بشحال هاد جان
the right person won't let you suffer,شخص المناسب ماغاديش يخليك تعاني
the olive tree has begun,بدا تحين ديال زيتون
he is in technic,هو فنيكيش
Do you watch football matches in the air or better than TV?,واش كاتفرج فالماتشات ديال كورة في طيران أولا خير تلفازا؟
I dont think i will do a good training,مانضنش غادي نقاد شي ستينتاج مسيان لهاد تمرين
come on you are traveling,أجي نتي مسافرة
just forget about it,غير نسا هادشي
you are worried or depressed,لاتخلتي المقلق أولا طبعي المتلقق أولا تحرتي المعلق
i like to hang out with girls,عزيز عليا نتساحب مع دريات
this model is too expensive,هاد موديل راه متلوب عندكم
this film is useful,هاد ل فلم مفيد
"And here, there's everything you need!","و هنا, كاين ڭاع داكشي لي محتاج!"
Who's your doctor?,شكون طبيب ديالك؟
underground,تحت الأرض
"They're hiding something, I'm sure!","هوما مخبّين شي حاجة, أنا متيقّن!"
what were you doing in the garage?,اشنو كنتي كادير فالكراج؟
what do you do in your free time?,شنو كدير ف وقت ل فراغ ديالك?
if only I could organize my hair,كون غير قدرت نرتب شعري
