tgt,src
مع سمعت الخبر شديت أول رحلة المغرب,I heard the news. What should I do?
علاش جيتي عندنا اليوم؟,Why did you come?
ماجيتيش لقهوة,Why didn't you come to the coffe shop?
دكشو كيجي بوحدو,It comes by itself
كون غير قدرت ن طوال,"If I was taller, would I be taller?"
كانتمنّا مايضربناش لبرد.,I hope we're not getting cold.
الدجاج مقلي,fried chicken
راه حدا,It's next to
تانفكّر واش نوض نعاونهوم.,I think of helping them.
أنا واحد منهوم,I'm one of them.
نتا عندك شي مشاكل شخصية,"You are having some personal issues, what are you doing about it?"
زيت تاع البلاد مليحة,What is the best olive oil?
دير راسك ماكاتفهم.,Act like you don't understand
ولاكين خسّك تحتارم هاد لوقت الجديد,But you must respect that new deadline.
غانتهلّا ف راسي,How do I take care of myself?
"فشكل, أولّا?","It's weird, isn't it?"
واش نتا لاباس؟,Are you okay?
علاش مابغيتيش تتفاوض معاه راه كاينزل فالثمن,Why don't you want to negotiate with him for better prices?
شنوية حادية و كاتكر حسني نمشي نتعلمها,Why do I need to learn Chinese?
هي لي كاتكلف بكلشي,"She is taking care of everything, he said."
هادشي مايحتاجش الفليوس,This does not require money.
لي استعملت,that I used
بغيتيني نعاونك?,Do you want me to help you?
واحد شوية و عاود نعيط ليك,A moment and I call you.
راه يكري ليها شي دار,rent her a house
لي زرب تعطل,Hurrying up too much can make you late.
نتحداك تعوم فين ماكاين حد,I dare you to swim in the beach.
بلا ما تاكل هاد الخبزة,Why should I not eat bread?
شعرها طويل و مسبب,Her hair is long 
إوة أنتا؟,How about you?
روحزيزة عند الله,Sould is very precious to God.
فخبارك?,Do you know?
راه غلط هادش لي كاتڭول,This is wrong
خريع عامر,The alley is full.
كانسلكو معا سهد,We are just killing time with this heat.
علاش مابغيتيش تفرق الخبز على الناس,Why do you not want to delive the bread?
مابغيتيش تحت إيديك و تنسا داك لمشروع,You don't want to put you habd on a project.
إمكان أيخصني نفسر,Why do I need to explain?
سير غير نتا,Just you go.
خليا ليا الراتب قليل,They left a low salary.
الله إخلي ليك مماك الخودري,Thank you bro
هاد البلاصة لي خرجت منها مابقيتش رجعت ليها,This place came
باغي يدواخنا,He wants to confuse us.
شكون اللي كيدور؟,Who is calling?
راك راجل وڭاد,You are a competent man.
علاش مابغيتيش تربح بزّاف ديال لفلوس,Why don't you want to make money?
نتحداك ت رجّع ليا ديك لكورة راهية مورا لحيت,I dare you to give me back my ballon.
كولشي كان كيعيط عليا العبقاري,Everytone thought im a genius.
هوما فرحانين حيت عطيتهم شوية ديال الخبز باش يرميوه,They're happy that I give them some bread to throw.
كتب بشكويا,Write slowly.
صراحتان ماكاينش تاحد ليتعاول عليه فهاد العمارة؟,There's really no one else we can count on in this building!
"واخا, مايمكنش تزيد تكفّسّ عليا القضية كتر من هاكّا, و مامزيانش لكلب يبقا ف الدار نهار كامل!","Ok, it can't really make it any worse than it already is, and it's"
أشنو باغي دابا؟,What do you want now?
ربيتي ولادك أحسن طريقة,Do you have well educated kids?
واش نتا واجد؟,Are you ready?
"أيه, هادو هوما شهيوات ديالي.",Those are my little pleasures.
ماعمرني ماسافرت,I have never traveled. Why?
"وايه, كنت كاندير بزّاف تلحوايج, و لكن مورا لكسيدة لي يالّاه شفت, محال غانقدر نرجع دغيا!","I used to do a lot of things, but after the accident I just saw, I"
نقدر نعاونك,I want to help. What can I do?
غيري زريف,Just reserve
دير نية ونص مع الحيا,Be courageous
بلا ما تبعد ل شي مدينا أخرا,Without going to another city.
ديما واليديا كاتوفي بوعدها,My mom supports me.
عارفك أش كاتسواي,How do I know my worth?
هو مابقاش مسيحي,He rejected Christianity.
الله يكتر خيرك,Can God give you more wealth?
لبسة جاتك واعرة بزاف,The dress look good on you.
هاد الهدرة لي قلتي ماشي ديال شي واحد كايحشم,This talk isn't for someone who gets shy.
أكس تاري عندكم,What is happening in your house?
عفاك بشحال هاد جان,How much is this jean?
أنا غادي نزل,I'm getting off.
شي حاجة حلوة، وشي حاجة ملونة غادي تكون مزيانة!,Something sweet and something colourful would be nice!
عمرك جربتي تعيش في شي عصيفة,Have you ever lived in a storm?
بغيت نڭوليك شي حاجة,I wanna tell you something.
تاتبرد ونتفاهمو,How can we get on good terms?
أه راه ضحكت بتخبية موراها عليهوم كلهم.,"Afterwards, I just laugh quietly."
شكرا أ لالّة,Thank you miss.
عندها,She has
علاش مابغيتيش تبدا بسلتك,Why don't you want to start buyylinh?
فين كنتي من قبيلا؟,Where were you before?
كاينة.,That's true.
أنا خدام مامساليش,i work now
بغا يكحّلها عماها,Add insult to injury
والات مشهورة,She became well known.
أولا شارك فتمرين المائي,Or join in the water exercise.
أنا بيخير,I'm ok.
وتشافرت تما بالعلالي,"That neighborhood is full of thieves, he said."
تعطلنا بزاف,Is it too late to say it's too late?
خاصني نمشي نشري بومادة ديال الحبوب,Where can I buy hive cream?
واش خفتي؟,Do you feel scared? Why or why not?
تعطلي بزّاف باش تزيّرو,Is it too late to give hime a hard time?
خديت القرض البنكة,I took so many loans from the bank.
معرض الفني بعيد 100 متر على البار,The art gallery is located a hundred metres from the bar.
مامحسوباش معانا د هاد العملية,You wont sceed your surgery.
علاش مابغيتيش تفوت هاد البلاصة,Why don't you want to surpass this place?
واش مدة طويلة و هو دارك,How much pain are you in?
إيلا كان هادشي غايفرحك نديروها,If this will make you happy will you do it?
آرا المقص ديال دفار,What is the best nail clipper?
واش نقدر نجلس على هاد الكرسي؟,Can I sit in this chair?
مانضنش غادي يحقق داك لهدف لي باغي,I dont think he will be precise.
كانتسنّا فيك تسابق معايا يالّاه,I'm waiting for you to race me.
طالة فخوتك,How do I take care of my brothers?
"و لكن راه يمكن ليا نراجع برّا, ماكاينش لاش نبقا حاصلة هنا.","But I can revise outside, there is not a lot of point being stuck in here."
كشوف تلمات مكتوبين فيهوم,i see my sofas written on.
مشا يتفرج فعرض الأزياء,He went to a fashion show.
مابقات سالحة الوالو,It is unusable.
حتى أنا كنخاف من طياران.,I'm also afraid of flying.
و داز بصرا,He passed fast.
ماتفكرش بزّاف ف شنوڭول,I don't remember what I said. What should I do?
دابا مابقاش داكشي,Now this isn't anymore
حظ سعيد فاش هادشي إخرج ف صفحة لولة ديال جورنانات,Good luck when that hits the front page of the daily papers.
إيلا توصلنا يقدر يجيو يتغداو.,"If we reach out, maybe they'll come for lunch."
ماتديش عليهوم,Don't considerate them
أش بان ليك إيلا حطينا روايد ديال ناموسية ديالك و أنا ندافعك فكاع نواحي ديال المدينة,How about we put wheels on your sunbed and push you around town on it?
راه مفسّل ليك واحد سروال على قياسك,This is a custom made pants.
خود ليهم بالهادا,Why should I buy this product?
"للأسف, ديالي هي فرشيطة عادية.",Mine is just a normal fork.
