tgt,src
واصافي هتا نشوفو شي نهار ونخرجو بليل بحال هكاك لواد ونتجمعو نديرو شي كاسكروت,i will show them a day and we will go out at night like this and we will gather together
نتا راشقة ليك اليوم,we're too late for you today
و30 ديال النقاط على القدرة على الخدمة ك فريق,30 points on the ability to serve as a team
علاش مابغيتيش تعدّد شحال باقي ليك من يوم و تكمل لقرايا,Why don't you want to count the rest of the day
خاصني نولد ليه شي بنت أولا ولد,i need to give him a daughter
ماتعطلش قبل ماتبعد,don't be late until you're late
راني كنت لعبت هاد لوعبة,i played this game
سخانة مابغاتش تهبط,the heat is not coming down
لا غير فيمكانو,only in place
ماعندي تا وحدة هنا,i don't have a unit here
واش باغي دير عليا شهود,do you want to call witnesses
فين غا تمشي,where do you go
عندي شوية ديال التمشية حدا دار المسنين.,I have a nice walk to the old people's house.
هوا ماشي مالك,it's not your money
سونات يالله نرجعو لقسم قبل مايسد علينا الأستاد القسيم,let's go to class before we get to the next class
ماتبقايش تيقي فكلشي,you don't eat anything
و أنا كنت تانضنّ أنّهم زوينين...,And I thought they were a good couple...
ياخدمة لي خدام هو هلال؟,do me a favor?
كندهك بوحدي فيقتي عليا الماضي,I'm alone and I'm late
كاتڭولها و فرحان,she is happy
كايتوار المشروع ديالو,this project is a lot of money
غالباً فات عليك الحال باش تكري شي بيت,It's probably too late for you to think about it
مالك كتكه؟,what do you think of it?
بلا ما تغلي علا راسّك,don't boil your head
كانقي المريو ديالي,i need my money
منين تكون عندي حفلة فعيد ميلادي، تقدر تستمتع بنوع مختلف من الموسيقى,"Where do I have a party on my birthday, you can enjoy a different kind of music"
ستاغل الوقت ديالك,you will spend your time
نشوفك مرة أخرى,i see you again
كيدايرة لداخل مرتاحة؟,how much are you comfortable with?
سير عاود هاد الخدمة,go back to work
درغي عليا كمرتك,Tell me what you want
أجي وريحا ليا عفاك؟,why don't you come to see me?
ياك ڭتليك شديه مزيان,you shouldn't be good at it
رجال مازال ماعرضو عليهوم,men still haven't offered them
ريدت ڭاع داكشي لي كليت,i want to eat
من بعد غادي يكون كلشي غير مرحلة,after tomorrow everything will be different
مانضنش غادي تأمل مني غير مورا مادرت ليك,i don't think i will look for you
و حنا مكاينينش فهاد العالم كانديرو لي بخينا,And now we're looking at this world
شريت كاميرا جديدة,i bought a new camera
أنا عارف علاش بديتي,i know what you did
غادي تحتاج شي حاجة شهية باش تمص ڭاع ديك البيرة,you need something nice to suck your beer
حاجة وزيارة,need and visit
و خلي شي ولد فГЁس يخدمها,Let something be done
برينا عانشوفك,let me see you
وشحال ديال وقت باش تيبان النتيجة؟,how much time do you have to score?
باينة فيه عوام,where is he?
تعطلي بزّاف باش تجبو معاك,you are too late to answer with you
واش هادو ماعندهومش شيفور؟,do they have no money?
اشنو كتخيلو,what do you imagine
كاينين قريعات صغار,they're too small
دار ليا دوخة,he came to me
طلع دير محضرة,i will take a lecture
أنتا أشمن قسم فاش خدام؟,Are you in the wrong department?
شكون فراع الباب؟,Do you think of the door?
كلشي كيدوي على الموت ديال هاداك ديري,it's all good to die
عقلتي ملي كان كيحسابنا بلي الحياة ديال ناس كبار نادية,you know what we've done with the big people of our country
قادي أحسن حاجة شفتها,i thought the best thing i saw
بالمناسبة,By the way
عقلتي ملي كان كيحسابنا كاين بوعو تحت من الناموسية,you know what it was like to count us in the middle of the night
علاش مابغيتيش تسمع لهادرة ديال الأساتذة ديالك,Why don't you want to listen to your teacher
ماغانتوالش عليك,i didn't like you
راه كتقلب على صداع,it's like a headache
لمهم سي في بعدا كيغادا معا تكون,it's important that you be together
كيداير الجو؟,how's the weather?
غادي نموتو كاملين!,we will die full!
معرفت وغيمكسي,i know and i know
غانّتّصوّر,I'm gonna film
أنا مامعقداش بحالك,I'm not as complicated as you are
ماكيعجبنيش نشرب القهوة بالماكينة كانبخيها معسرة,I don't like to drink coffee in the machine
إمتا غادي ت ركّز علا لأهداف دارورييا ديالك,When will you focus on your aims
العين كاينة غير لايحفظنا,the eye is just to save us
كون غير قدرت نمشي لداك سبيتار ولكن خلي,if only i could go to the house
را علقرس,you shouldn't be waiting
هاد خونا لايعمرها دار,this is a house
واحد دريا ديما داخلة خارجة مع دري مامربياش,one thing is always going out with the driver
راه خفتها ڭلسا تما,I scared the shit out of her
دير تريفات ديال الدجاج فكاسرونا,the chickens are broken
تقريباً جوايه 9:00,It's almost 9:00 a.m.
شهدو عليه,Witness him
سير تنعس,go sleep
أش هاد الحالة باش خرجة,what is this situation
خليني نتفي دواو.,Let me talk to him.
بقاي عطيها لتبرجيغ,I'm waiting for her to hurry up
دوز ليا غير غدا و هانا معاك,do you want to come with you tomorrow
كفتة ديال اللحم,how much meat is
كون متفاهم شوية,be a good man
ماندينش غادي تفهم مع داك الأستاد را ديرهم مايديعوش,i don't want to understand with that teacher
راه أنا مقتول,i'm dead
أشمن دولة فاش استمتعتي كتر؟,what country did you enjoy more?
ديما كايعطيوني كيكات زايدين,they always give me extra cakes
أش كيعني ليك تمتل بلادك فبوتولا عالمية ?,what do you mean to fill your country in the world?
رسم خط بالمسترة,draw a line
كانتناقش معا مرتي,I've been discussing with you for a while
آش هاد الزمر واقع؟,what time is this?
بلاطي نبدل حوايجي,i will change my clothes
مكاين لي يشدني هنا,i'm waiting for me here
ماديرش فراسك هاد الحالة,this situation is yours
هادشي كامل كايدوز بزربة,this whole thing is bad
هتا دورت وجيت,this is my turn and I came
واش فهمتي شنو كانقصد؟,Do you understand what I mean?
عمرك جربتي تسرب شي امتحان,Have you tried to leak a test
أجي نخارت معايا د هاد لبلاسّا,i came with this dress
شحال ديال الناس؟,how many people?
بغيت نشري زيت أركان,i want to buy oil
راه أستاد متأكد دكشي علاش مدايرين هاد الحالة,i'm sure this is not the case
هو لي خرج منو ڭاع هادشي,he came out of this
كون غير قدرت ن ودّح ليه لمشكلة لي عندي ماتعرف يعاوني,if only I could give him a good deal of trouble
